# PUNTS (x, y), true/false
-1.61, -1.78, true,0,
-1.69, -0.99, true,0,
-1.69, -0.13, true,0,
-1.69, 0.73, true,0,
-1.69, 1.59, true,0,
-1.23, 2.00, true,0,
-0.37, 2.00, true,0,
0.49, 2.00, true,0,
1.35, 2.00, true,0,
1.88, 1.65, true,0,
1.88, 0.79, true,0,
1.88, -0.07, true,0,
1.88, -0.93, true,0,
1.84, -1.76, true,0,
0.99, -1.78, true,0,
0.13, -1.78, true,0,
-0.73, -1.78, true,0,
-1.59, -1.78, true,0,
-0.94, -1.02, false,0,
-0.94, -0.27, false,0,
-0.94, 0.49, false,0,
-0.94, 1.24, false,0,
-0.18, -1.02, false,0,
-0.18, -0.27, false,0,
-0.18, 0.49, false,0,
-0.18, 1.24, false,0,
0.57, -1.02, false,0,
0.57, -0.27, false,0,
0.57, 0.49, false,0,
0.57, 1.24, false,0,
1.33, -1.02, false,0,
1.33, -0.27, false,0,
1.33, 0.49, false,0,
1.33, 1.24, false,0,

# ARESTES (punt_a), (punt_b)
-1.61, -1.78, -1.69, -0.99,
-1.61, -1.78, -1.59, -1.78,
-1.69, -0.99, -1.69, -0.13,
-1.69, -0.99, -1.59, -1.78,
-1.69, -0.99, -0.94, -1.02,
-1.69, -0.99, -0.94, -0.27,
-1.69, -0.13, -1.69, 0.73,
-1.69, -0.13, -0.94, -0.27,
-1.69, -0.13, -0.94, 0.49,
-1.69, 0.73, -1.69, 1.59,
-1.69, 0.73, -0.94, 0.49,
-1.69, 0.73, -0.94, 1.24,
-1.69, 1.59, -1.23, 2.00,
-1.69, 1.59, -0.94, 1.24,
-1.23, 2.00, -0.37, 2.00,
-1.23, 2.00, -0.94, 1.24,
-0.37, 2.00, 0.49, 2.00,
-0.37, 2.00, -0.94, 1.24,
-0.37, 2.00, -0.18, 1.24,
0.49, 2.00, 1.35, 2.00,
0.49, 2.00, -0.18, 1.24,
0.49, 2.00, 0.57, 1.24,
1.35, 2.00, 1.88, 1.65,
1.35, 2.00, 0.57, 1.24,
1.35, 2.00, 1.33, 1.24,
1.88, 1.65, 1.88, 0.79,
1.88, 1.65, 1.33, 1.24,
1.88, 0.79, 1.88, -0.07,
1.88, 0.79, 1.33, 0.49,
1.88, 0.79, 1.33, 1.24,
1.88, -0.07, 1.88, -0.93,
1.88, -0.07, 1.33, -0.27,
1.88, -0.07, 1.33, 0.49,
1.88, -0.93, 1.84, -1.76,
1.88, -0.93, 1.33, -1.02,
1.88, -0.93, 1.33, -0.27,
1.84, -1.76, 0.99, -1.78,
1.84, -1.76, 1.33, -1.02,
0.99, -1.78, 0.13, -1.78,
0.99, -1.78, 0.57, -1.02,
0.99, -1.78, 1.33, -1.02,
0.13, -1.78, -0.73, -1.78,
0.13, -1.78, -0.18, -1.02,
0.13, -1.78, 0.57, -1.02,
-0.73, -1.78, -1.59, -1.78,
-0.73, -1.78, -0.94, -1.02,
-0.73, -1.78, -0.18, -1.02,
-1.59, -1.78, -0.94, -1.02,
-0.94, -1.02, -0.94, -0.27,
-0.94, -1.02, -0.18, -1.02,
-0.94, -1.02, -0.18, -0.27,
-0.94, -0.27, -0.94, 0.49,
-0.94, -0.27, -0.18, -0.27,
-0.94, 0.49, -0.94, 1.24,
-0.94, 0.49, -0.18, -0.27,
-0.94, 0.49, -0.18, 0.49,
-0.94, 0.49, -0.18, 1.24,
-0.94, 1.24, -0.18, 1.24,
-0.18, -1.02, -0.18, -0.27,
-0.18, -1.02, 0.57, -1.02,
-0.18, -0.27, -0.18, 0.49,
-0.18, -0.27, 0.57, -1.02,
-0.18, -0.27, 0.57, -0.27,
-0.18, 0.49, -0.18, 1.24,
-0.18, 0.49, 0.57, -0.27,
-0.18, 0.49, 0.57, 0.49,
-0.18, 0.49, 0.57, 1.24,
-0.18, 1.24, 0.57, 1.24,
0.57, -1.02, 0.57, -0.27,
0.57, -1.02, 1.33, -1.02,
0.57, -1.02, 1.33, -0.27,
0.57, -0.27, 0.57, 0.49,
0.57, -0.27, 1.33, -0.27,
0.57, 0.49, 0.57, 1.24,
0.57, 0.49, 1.33, -0.27,
0.57, 0.49, 1.33, 0.49,
0.57, 1.24, 1.33, 0.49,
0.57, 1.24, 1.33, 1.24,
1.33, -1.02, 1.33, -0.27,
1.33, -0.27, 1.33, 0.49,
1.33, 0.49, 1.33, 1.24,
