# PUNTS (x, y), true/false
-1.7656, -1.9595, true,0,
-1.8536, -1.8609, true,0,
-1.8536, -1.6847, true,0,
-1.8536, -1.5084, true,0,
-1.8536, -1.3321, true,0,
-1.8536, -1.1558, true,0,
-1.8536, -0.9795, true,0,
-1.8536, -0.8033, true,0,
-1.8536, -0.6270, true,0,
-1.8536, -0.4507, true,0,
-1.8536, -0.2744, true,0,
-1.8536, -0.0981, true,0,
-1.8536, 0.0781, true,0,
-1.8536, 0.2544, true,0,
-1.8536, 0.4307, true,0,
-1.8536, 0.6070, true,0,
-1.8536, 0.7833, true,0,
-1.8536, 0.9595, true,0,
-1.8536, 1.1358, true,0,
-1.8536, 1.3121, true,0,
-1.8536, 1.4884, true,0,
-1.8536, 1.6647, true,0,
-1.8536, 1.8409, true,0,
-1.8188, 1.9824, true,0,
-1.6498, 2.0000, true,0,
-1.4735, 2.0000, true,0,
-1.2972, 2.0000, true,0,
-1.1209, 2.0000, true,0,
-0.9446, 2.0000, true,0,
-0.7684, 2.0000, true,0,
-0.5921, 2.0000, true,0,
-0.4158, 2.0000, true,0,
-0.2395, 2.0000, true,0,
-0.0632, 2.0000, true,0,
0.1130, 2.0000, true,0,
0.2893, 2.0000, true,0,
0.4656, 2.0000, true,0,
0.6419, 2.0000, true,0,
0.8182, 2.0000, true,0,
0.9944, 2.0000, true,0,
1.1707, 2.0000, true,0,
1.3470, 2.0000, true,0,
1.5233, 2.0000, true,0,
1.6995, 2.0000, true,0,
1.8685, 1.9824, true,0,
1.8948, 1.8221, true,0,
1.8948, 1.6458, true,0,
1.8948, 1.4695, true,0,
1.8948, 1.2932, true,0,
1.8948, 1.1169, true,0,
1.8948, 0.9407, true,0,
1.8948, 0.7644, true,0,
1.8948, 0.5881, true,0,
1.8948, 0.4118, true,0,
1.8948, 0.2355, true,0,
1.8948, 0.0593, true,0,
1.8948, -0.1170, true,0,
1.8948, -0.2933, true,0,
1.8948, -0.4696, true,0,
1.8948, -0.6459, true,0,
1.8948, -0.8221, true,0,
1.8948, -0.9984, true,0,
1.8948, -1.1747, true,0,
1.8948, -1.3510, true,0,
1.8948, -1.5273, true,0,
1.8948, -1.7035, true,0,
1.8948, -1.8798, true,0,
1.7776, -1.9595, true,0,
1.6013, -1.9595, true,0,
1.4251, -1.9595, true,0,
1.2488, -1.9595, true,0,
1.0725, -1.9595, true,0,
0.8962, -1.9595, true,0,
0.7199, -1.9595, true,0,
0.5437, -1.9595, true,0,
0.3674, -1.9595, true,0,
0.1911, -1.9595, true,0,
0.0148, -1.9595, true,0,
-0.1615, -1.9595, true,0,
-0.3377, -1.9595, true,0,
-0.5140, -1.9595, true,0,
-0.6903, -1.9595, true,0,
-0.8666, -1.9595, true,0,
-1.0429, -1.9595, true,0,
-1.2191, -1.9595, true,0,
-1.3954, -1.9595, true,0,
-1.5717, -1.9595, true,0,
-1.7480, -1.9595, true,0,
-1.6776, -1.7836, false,0,
-1.6776, -1.6076, false,0,
-1.6776, -1.4316, false,0,
-1.6776, -1.2556, false,0,
-1.6776, -1.0796, false,0,
-1.6776, -0.9037, false,0,
-1.6776, -0.7277, false,0,
-1.6776, -0.5517, false,0,
-1.6776, -0.3757, false,0,
-1.6776, -0.1997, false,0,
-1.6776, -0.0238, false,0,
-1.6776, 0.1522, false,0,
-1.6776, 0.3282, false,0,
-1.6776, 0.5042, false,0,
-1.6776, 0.6802, false,0,
-1.6776, 0.8561, false,0,
-1.6776, 1.0321, false,0,
-1.6776, 1.2081, false,0,
-1.6776, 1.3841, false,0,
-1.6776, 1.5601, false,0,
-1.6776, 1.7360, false,0,
-1.6776, 1.9120, false,0,
-1.5016, -1.7836, false,0,
-1.5016, -1.6076, false,0,
-1.5016, -1.4316, false,0,
-1.5016, -1.2556, false,0,
-1.5016, -1.0796, false,0,
-1.5016, -0.9037, false,0,
-1.5016, -0.7277, false,0,
-1.5016, -0.5517, false,0,
-1.5016, -0.3757, false,0,
-1.5016, -0.1997, false,0,
-1.5016, -0.0238, false,0,
